Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 23:16:31,0.0,97.0078125
2024-09-25 23:16:33,0.0,54.79296875
2024-09-25 23:16:35,0.0,54.79296875
2024-09-25 23:16:37,1.4625,68.515625
2024-09-25 23:16:39,1.25,79.79296875
2024-09-25 23:16:41,0.8625,94.8515625
2024-09-25 23:16:43,0.76875,103.78515625
2024-09-25 23:16:45,2.01875,102.125
2024-09-25 23:16:47,0.88125,105.1875
2024-09-25 23:16:49,0.8625,106.24609375
2024-09-25 23:16:51,1.26875,107.60546875
2024-09-25 23:16:53,1.25,108.703125
2024-09-25 23:16:55,0.5875,108.734375
2024-09-25 23:16:57,1.6375,108.765625
2024-09-25 23:16:59,0.975,109.05859375
2024-09-25 23:17:01,0.86875,108.09375
2024-09-25 23:17:03,0.8625,107.27734375
2024-09-25 23:17:05,1.15625,108.08203125
2024-09-25 23:17:07,1.15625,108.27734375
2024-09-25 23:17:09,1.63125,108.30078125
2024-09-25 23:17:11,1.15625,108.30078125
2024-09-25 23:17:13,0.9625,109.26953125
2024-09-25 23:17:15,1.4625,109.51171875
2024-09-25 23:17:17,1.25,109.265625
2024-09-25 23:17:19,0.68125,109.265625
2024-09-25 23:17:21,0.19375,107.765625
2024-09-25 23:17:23,0.09375,107.765625
2024-09-25 23:17:25,0.09375,107.79296875
2024-09-25 23:17:27,0.3875,99.734375
2024-09-25 23:17:29,0.19375,100.04296875
2024-09-25 23:17:31,1.05625,100.69921875
2024-09-25 23:17:33,1.6625,99.81640625
2024-09-25 23:17:35,1.63125,101.16015625
2024-09-25 23:17:37,0.675,101.71875
2024-09-25 23:17:39,0.3875,104.0078125
2024-09-25 23:17:41,0.2875,104.12109375
2024-09-25 23:17:44,1.075,104.4921875
2024-09-25 23:17:46,1.44375,104.57421875
2024-09-25 23:17:48,0.2875,104.57421875
2024-09-25 23:17:50,0.2875,104.6875
2024-09-25 23:17:52,0.3875,105.28125
2024-09-25 23:17:54,0.76875,103.78515625
2024-09-25 23:17:56,0.9625,104.9375
2024-09-25 23:17:58,1.25,103.203125
2024-09-25 23:18:00,0.3875,103.21484375
2024-09-25 23:18:02,0.3875,103.3828125
2024-09-25 23:18:04,0.19375,103.5390625
2024-09-25 23:18:06,0.48125,103.5390625
2024-09-25 23:18:08,0.19375,103.5390625
2024-09-25 23:18:10,0.29375,103.625
2024-09-25 23:18:12,0.3875,62.05078125
2024-09-25 23:18:14,0.48125,70.02734375
2024-09-25 23:18:16,1.825,78.07421875
2024-09-25 23:18:18,0.48125,80.0
2024-09-25 23:18:20,1.075,90.96875
2024-09-25 23:18:22,1.34375,98.68359375
2024-09-25 23:18:24,1.6375,100.99609375
2024-09-25 23:18:26,0.0,99.74609375
2024-09-25 23:18:28,0.19375,99.96875
2024-09-25 23:18:30,0.0,101.5546875
2024-09-25 23:18:32,0.675,99.7265625
2024-09-25 23:18:34,1.5625,102.59375
2024-09-25 23:18:36,0.0,99.24609375
2024-09-25 23:18:38,0.0,99.31640625
