Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 23:25:17,0.0,99.29296875
2024-09-25 23:25:19,0.19375,53.19140625
2024-09-25 23:25:21,0.0,53.19140625
2024-09-25 23:25:23,3.6125,74.921875
2024-09-25 23:25:25,0.9625,86.30859375
2024-09-25 23:25:27,2.59375,101.9765625
2024-09-25 23:25:29,2.01875,105.921875
2024-09-25 23:25:31,1.825,107.3828125
2024-09-25 23:25:33,0.975,109.390625
2024-09-25 23:25:35,1.15625,109.5703125
2024-09-25 23:25:37,1.825,104.71875
2024-09-25 23:25:39,1.5375,106.65234375
2024-09-25 23:25:41,2.93125,108.05078125
2024-09-25 23:25:43,1.26875,108.2109375
2024-09-25 23:25:45,1.63125,109.7421875
2024-09-25 23:25:47,1.05625,110.16796875
2024-09-25 23:25:49,1.25,100.80859375
2024-09-25 23:25:51,0.68125,103.484375
2024-09-25 23:25:53,1.6625,99.5234375
2024-09-25 23:25:55,1.5375,101.171875
2024-09-25 23:25:57,2.24375,103.359375
2024-09-25 23:25:59,2.34375,105.609375
2024-09-25 23:26:01,2.34375,107.34765625
2024-09-25 23:26:03,1.6375,108.9453125
2024-09-25 23:26:05,0.68125,110.65234375
2024-09-25 23:26:07,1.85625,109.47265625
2024-09-25 23:26:09,1.5375,109.96875
2024-09-25 23:26:11,0.4875,111.08984375
2024-09-25 23:26:13,1.6625,98.91796875
2024-09-25 23:26:15,1.925,99.640625
2024-09-25 23:26:17,2.5,104.0859375
2024-09-25 23:26:19,1.15625,106.98828125
2024-09-25 23:26:21,0.9625,107.23046875
2024-09-25 23:26:23,0.76875,111.18359375
2024-09-25 23:26:25,0.19375,104.296875
2024-09-25 23:26:27,0.86875,105.984375
2024-09-25 23:26:29,0.88125,95.35546875
2024-09-25 23:26:31,0.1,95.58984375
2024-09-25 23:26:34,0.0,95.95703125
2024-09-25 23:26:36,0.88125,97.37890625
2024-09-25 23:26:38,0.0,97.37890625
2024-09-25 23:26:40,0.2875,97.5234375
2024-09-25 23:26:42,0.68125,93.5078125
2024-09-25 23:26:44,1.73125,95.73828125
2024-09-25 23:26:46,2.01875,99.515625
2024-09-25 23:26:48,0.8625,100.14453125
2024-09-25 23:26:50,1.36875,102.04296875
2024-09-25 23:26:52,0.675,102.05078125
2024-09-25 23:26:54,0.575,102.7265625
2024-09-25 23:26:56,0.19375,102.7265625
2024-09-25 23:26:58,0.09375,103.125
2024-09-25 23:27:00,1.15625,102.265625
2024-09-25 23:27:02,0.575,58.94140625
2024-09-25 23:27:04,0.2875,58.38671875
2024-09-25 23:27:06,2.88125,70.2890625
2024-09-25 23:27:08,2.15,80.98046875
2024-09-25 23:27:10,2.5,100.30859375
2024-09-25 23:27:12,1.05625,101.6015625
2024-09-25 23:27:14,1.35,101.2109375
2024-09-25 23:27:16,1.63125,102.20703125
2024-09-25 23:27:18,0.76875,101.21875
2024-09-25 23:27:20,0.9625,102.90625
2024-09-25 23:27:22,0.29375,103.15234375
2024-09-25 23:27:24,0.0,103.203125
