Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 23:18:42,0.0,99.31640625
2024-09-25 23:18:44,0.0,54.89453125
2024-09-25 23:18:46,0.0,54.89453125
2024-09-25 23:18:48,2.8875,74.390625
2024-09-25 23:18:50,1.5375,87.96875
2024-09-25 23:18:52,2.69375,103.53125
2024-09-25 23:18:54,3.36875,106.3984375
2024-09-25 23:18:56,1.825,111.0546875
2024-09-25 23:18:58,1.925,116.14453125
2024-09-25 23:19:00,0.5875,113.44140625
2024-09-25 23:19:02,1.925,107.78515625
2024-09-25 23:19:04,1.35,104.49609375
2024-09-25 23:19:06,1.63125,106.125
2024-09-25 23:19:08,2.7875,109.0703125
2024-09-25 23:19:10,1.6625,109.9140625
2024-09-25 23:19:35,0.975,102.95703125
2024-09-25 23:19:37,0.9625,100.796875
2024-09-25 23:19:39,1.44375,101.51171875
2024-09-25 23:19:41,1.44375,101.73828125
2024-09-25 23:19:44,1.44375,103.546875
2024-09-25 23:19:46,2.11875,103.2421875
2024-09-25 23:19:48,3.5125,102.75390625
2024-09-25 23:19:50,0.675,104.05859375
2024-09-25 23:19:52,1.5625,104.34765625
2024-09-25 23:19:54,0.48125,105.92578125
2024-09-25 23:19:56,1.34375,105.17578125
2024-09-25 23:19:58,1.05625,105.52734375
2024-09-25 23:20:00,1.4625,104.4140625
2024-09-25 23:20:02,1.825,101.69140625
2024-09-25 23:20:04,1.26875,102.3046875
2024-09-25 23:20:06,0.575,102.61328125
2024-09-25 23:20:08,1.175,102.7734375
2024-09-25 23:20:10,0.8625,102.90234375
2024-09-25 23:20:12,0.19375,102.91796875
2024-09-25 23:20:14,1.5625,104.12890625
2024-09-25 23:20:16,0.3875,98.39453125
2024-09-25 23:20:18,0.19375,98.46875
2024-09-25 23:20:20,0.19375,98.48046875
2024-09-25 23:20:22,0.0,99.6875
2024-09-25 23:20:24,2.69375,71.51953125
2024-09-25 23:20:26,0.9625,78.5703125
2024-09-25 23:20:28,2.1125,99.515625
2024-09-25 23:20:30,0.675,100.1875
2024-09-25 23:20:32,0.76875,101.25
2024-09-25 23:20:34,2.05,101.03125
2024-09-25 23:20:36,1.05625,101.86328125
2024-09-25 23:20:38,1.73125,100.62109375
2024-09-25 23:20:40,1.85625,102.33203125
2024-09-25 23:20:42,2.11875,104.29296875
2024-09-25 23:20:44,0.8625,104.3671875
2024-09-25 23:20:46,1.26875,104.51953125
2024-09-25 23:20:48,0.0,104.68359375
2024-09-25 23:20:50,0.0,104.43359375
