Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 22:58:15,0.0,60.4921875
2024-09-25 22:58:17,0.0,60.4921875
2024-09-25 22:58:19,0.0,60.4921875
2024-09-25 22:58:21,4.2,77.13671875
2024-09-25 22:58:23,2.88125,107.671875
2024-09-25 22:58:25,0.86875,112.65234375
2024-09-25 22:58:27,1.6375,116.91796875
2024-09-25 22:58:29,2.05,118.83203125
2024-09-25 22:58:31,3.175,113.7578125
2024-09-25 22:58:33,3.125,115.84375
2024-09-25 22:58:35,3.175,121.5078125
2024-09-25 22:58:37,2.5,131.04296875
2024-09-25 22:58:39,1.73125,131.16796875
2024-09-25 22:58:41,2.34375,133.04296875
2024-09-25 22:58:43,2.5,122.4296875
2024-09-25 22:58:45,2.11875,112.73046875
2024-09-25 22:58:47,0.675,114.2109375
2024-09-25 22:58:49,2.30625,114.79296875
2024-09-25 22:58:51,0.575,115.0
2024-09-25 22:58:53,1.175,106.5
2024-09-25 22:58:55,1.95,108.67578125
2024-09-25 22:58:57,1.05625,110.13671875
2024-09-25 22:58:59,0.86875,110.16015625
2024-09-25 22:59:01,0.78125,110.59765625
2024-09-25 22:59:03,0.675,107.9765625
2024-09-25 22:59:05,0.8625,109.5546875
2024-09-25 22:59:07,0.48125,109.8828125
2024-09-25 22:59:09,0.2875,110.3515625
2024-09-25 22:59:11,0.575,69.95703125
2024-09-25 22:59:13,0.4875,78.015625
2024-09-25 22:59:15,1.25,80.83984375
2024-09-25 22:59:17,0.4875,83.73828125
2024-09-25 22:59:19,2.7375,94.00390625
2024-09-25 22:59:21,2.01875,103.93359375
2024-09-25 22:59:23,2.88125,113.14453125
2024-09-25 22:59:26,1.05625,115.90234375
2024-09-25 22:59:28,0.8625,117.265625
2024-09-25 22:59:30,1.5375,117.41796875
2024-09-25 22:59:32,0.19375,119.33203125
2024-09-25 22:59:34,2.5,112.30078125
2024-09-25 22:59:36,0.19375,113.16015625
2024-09-25 22:59:38,1.34375,104.90234375
2024-09-25 22:59:40,0.1,104.9765625
2024-09-25 22:59:42,1.6625,101.09375
2024-09-25 22:59:44,0.575,101.5703125
2024-09-25 22:59:46,0.675,104.203125
2024-09-25 22:59:48,0.4875,104.80078125
2024-09-25 22:59:50,0.9625,106.2265625
2024-09-25 22:59:52,0.76875,106.546875
2024-09-25 22:59:54,1.05625,101.4296875
2024-09-25 22:59:56,0.09375,101.8515625
2024-09-25 22:59:58,0.48125,102.0625
2024-09-25 23:00:00,0.88125,103.51953125
2024-09-25 23:00:02,0.4875,103.51953125
2024-09-25 23:00:04,1.73125,103.98828125
2024-09-25 23:00:06,0.3875,104.07421875
2024-09-25 23:00:08,0.675,104.421875
2024-09-25 23:00:10,0.3875,104.76171875
2024-09-25 23:00:12,0.575,104.87890625
2024-09-25 23:00:14,0.48125,104.8828125
2024-09-25 23:00:16,1.05625,101.359375
2024-09-25 23:00:18,2.2125,101.828125
2024-09-25 23:00:20,0.4875,103.2265625
2024-09-25 23:00:22,0.0,103.2265625
