Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 22:53:51,0.0,58.01171875
2024-09-25 22:53:53,0.0,58.01171875
2024-09-25 22:53:55,0.0,58.01171875
2024-09-25 22:53:57,0.1,62.01953125
2024-09-25 22:53:59,0.48125,68.98046875
2024-09-25 22:54:01,0.4875,71.25390625
2024-09-25 22:54:03,0.675,77.58984375
2024-09-25 22:54:05,0.48125,82.25
2024-09-25 22:54:07,0.48125,84.37890625
2024-09-25 22:54:09,0.48125,89.88671875
2024-09-25 22:54:11,0.575,96.68359375
2024-09-25 22:54:13,0.48125,96.625
2024-09-25 22:54:15,0.2875,99.93359375
2024-09-25 22:54:17,0.48125,98.984375
2024-09-25 22:54:19,0.675,102.2890625
2024-09-25 22:54:21,0.3875,102.5703125
2024-09-25 22:54:23,0.2875,102.60546875
2024-09-25 22:54:25,0.2875,102.953125
2024-09-25 22:54:27,0.09375,104.00390625
2024-09-25 22:54:29,0.575,103.80859375
2024-09-25 22:54:31,0.3875,103.8125
2024-09-25 22:54:33,0.2875,104.5390625
2024-09-25 22:54:35,0.4875,104.55078125
2024-09-25 22:54:37,0.3875,100.58984375
2024-09-25 22:54:39,0.2875,101.359375
2024-09-25 22:54:41,1.05625,102.203125
2024-09-25 22:54:43,0.48125,101.97265625
2024-09-25 22:54:45,0.29375,101.9765625
2024-09-25 22:54:47,0.3875,102.08203125
2024-09-25 22:54:49,0.2875,102.11328125
2024-09-25 22:54:51,0.3875,102.0
2024-09-25 22:54:53,0.76875,102.8359375
2024-09-25 22:54:56,0.8625,102.96484375
2024-09-25 22:54:58,0.675,103.10546875
2024-09-25 22:55:00,0.2875,103.10546875
2024-09-25 22:55:02,0.19375,103.1953125
2024-09-25 22:55:04,0.09375,103.23828125
2024-09-25 22:55:06,0.29375,103.23828125
2024-09-25 22:55:08,0.19375,103.26171875
2024-09-25 22:55:10,0.1,103.26171875
2024-09-25 22:55:12,0.76875,102.26171875
2024-09-25 22:55:14,0.19375,102.28125
2024-09-25 22:55:16,0.19375,102.28125
2024-09-25 22:55:18,0.0,102.765625
2024-09-25 22:55:20,0.3875,103.2421875
2024-09-25 22:55:22,0.3875,103.32421875
2024-09-25 22:55:24,0.575,103.32421875
2024-09-25 22:55:26,0.3875,103.328125
2024-09-25 22:55:28,0.3875,101.875
2024-09-25 22:55:30,0.2875,101.87890625
2024-09-25 22:55:32,0.3875,101.890625
2024-09-25 22:55:34,0.48125,102.09375
2024-09-25 22:55:36,0.3875,102.09375
2024-09-25 22:55:38,0.19375,102.5390625
2024-09-25 22:55:40,0.2875,102.609375
2024-09-25 22:55:42,0.09375,102.6875
2024-09-25 22:55:44,0.3875,102.6875
2024-09-25 22:55:46,0.3875,102.8984375
2024-09-25 22:55:48,0.3875,102.6484375
2024-09-25 22:55:50,0.3875,102.6484375
2024-09-25 22:55:52,0.48125,103.0625
2024-09-25 22:55:54,0.3875,103.09375
2024-09-25 22:55:56,0.3875,102.84375
2024-09-25 22:55:58,0.0,102.84375
