Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 22:47:16,0.0,58.88671875
2024-09-25 22:47:18,0.0,58.88671875
2024-09-25 22:47:20,0.0,58.88671875
2024-09-25 22:47:22,0.48125,62.828125
2024-09-25 22:47:24,0.19375,69.99609375
2024-09-25 22:47:26,0.19375,73.484375
2024-09-25 22:47:28,0.9625,78.6640625
2024-09-25 22:47:30,0.19375,82.2109375
2024-09-25 22:47:32,1.175,82.7890625
2024-09-25 22:47:34,0.3875,88.1796875
2024-09-25 22:47:36,0.3875,95.83203125
2024-09-25 22:47:38,0.4875,99.0546875
2024-09-25 22:47:40,0.19375,101.25
2024-09-25 22:47:42,0.2875,102.21484375
2024-09-25 22:47:44,0.575,101.98828125
2024-09-25 22:47:46,0.0,102.3125
2024-09-25 22:47:48,0.19375,99.625
2024-09-25 22:47:50,0.2875,100.3984375
2024-09-25 22:47:52,0.1,102.05078125
2024-09-25 22:47:54,0.19375,102.4375
2024-09-25 22:47:56,0.3875,102.4375
2024-09-25 22:47:58,0.29375,103.00390625
2024-09-25 22:48:00,0.2875,101.45703125
2024-09-25 22:48:02,0.0,100.84765625
2024-09-25 22:48:04,0.0,101.3203125
2024-09-25 22:48:06,0.19375,102.75390625
2024-09-25 22:48:08,0.19375,100.4296875
2024-09-25 22:48:10,0.09375,101.53125
2024-09-25 22:48:12,0.1,101.6171875
2024-09-25 22:48:14,0.19375,102.0703125
2024-09-25 22:48:16,0.09375,102.36328125
2024-09-25 22:48:18,0.2875,103.171875
2024-09-25 22:48:20,0.19375,103.49609375
2024-09-25 22:48:23,0.68125,103.515625
2024-09-25 22:48:25,0.3875,103.515625
2024-09-25 22:48:27,0.2875,103.515625
2024-09-25 22:48:29,0.3875,103.6640625
2024-09-25 22:48:31,0.2875,103.6796875
2024-09-25 22:48:33,0.2875,103.6796875
2024-09-25 22:48:35,0.29375,103.6796875
2024-09-25 22:48:37,0.675,102.9296875
2024-09-25 22:48:39,0.48125,102.9609375
2024-09-25 22:48:41,0.2875,102.9609375
2024-09-25 22:48:43,0.2875,103.20703125
2024-09-25 22:48:45,0.19375,102.95703125
2024-09-25 22:48:47,0.1,102.95703125
2024-09-25 22:48:49,0.0,103.44140625
2024-09-25 22:48:51,0.29375,103.44140625
2024-09-25 22:48:53,0.19375,101.2109375
2024-09-25 22:48:55,0.3875,102.625
2024-09-25 22:48:57,0.675,103.046875
2024-09-25 22:48:59,0.8625,103.01171875
2024-09-25 22:49:01,0.29375,103.05078125
2024-09-25 22:49:03,0.48125,103.12890625
2024-09-25 22:49:05,0.19375,103.18359375
2024-09-25 22:49:07,0.09375,102.18359375
2024-09-25 22:49:09,0.09375,102.18359375
2024-09-25 22:49:11,0.3875,102.60546875
2024-09-25 22:49:13,0.19375,102.6640625
2024-09-25 22:49:15,0.2875,102.6640625
2024-09-25 22:49:17,0.19375,102.6640625
2024-09-25 22:49:19,0.29375,102.6640625
2024-09-25 22:49:21,0.19375,102.7890625
2024-09-25 22:49:23,0.0,102.7890625
