Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 22:51:39,0.19375,59.84765625
2024-09-25 22:51:41,0.0,59.84765625
2024-09-25 22:51:43,0.0,59.84765625
2024-09-25 22:51:45,3.65,79.8515625
2024-09-25 22:51:47,2.2125,103.953125
2024-09-25 22:51:49,2.7875,108.72265625
2024-09-25 22:51:51,1.825,115.0546875
2024-09-25 22:51:53,1.825,117.8125
2024-09-25 22:51:55,3.55625,119.671875
2024-09-25 22:51:57,2.30625,116.6328125
2024-09-25 22:51:59,2.4,118.03515625
2024-09-25 22:52:01,1.95,118.66796875
2024-09-25 22:52:03,0.575,116.171875
2024-09-25 22:52:06,1.175,113.33984375
2024-09-25 22:52:08,2.6,113.6875
2024-09-25 22:52:10,0.76875,113.8125
2024-09-25 22:52:12,1.44375,112.34375
2024-09-25 22:52:14,1.6375,112.84765625
2024-09-25 22:52:16,0.0,112.953125
2024-09-25 22:52:18,0.4875,112.953125
2024-09-25 22:52:20,0.19375,106.17578125
2024-09-25 22:52:22,0.19375,106.625
2024-09-25 22:52:24,0.76875,103.6328125
2024-09-25 22:52:26,0.3875,103.93359375
2024-09-25 22:52:28,1.35,105.41015625
2024-09-25 22:52:30,1.44375,106.87890625
2024-09-25 22:52:32,2.6,107.23046875
2024-09-25 22:52:34,1.44375,108.52734375
2024-09-25 22:52:36,1.4625,106.95703125
2024-09-25 22:52:38,0.8625,107.4296875
2024-09-25 22:52:40,1.925,108.69921875
2024-09-25 22:52:42,1.15625,108.7421875
2024-09-25 22:52:44,1.05625,109.9921875
2024-09-25 22:52:46,0.88125,107.7734375
2024-09-25 22:52:48,1.25,107.89453125
2024-09-25 22:52:50,0.76875,107.6484375
2024-09-25 22:52:52,0.78125,107.6484375
2024-09-25 22:52:54,0.86875,108.1328125
2024-09-25 22:52:56,0.4875,106.8984375
2024-09-25 22:52:58,0.675,106.8984375
2024-09-25 22:53:00,1.85625,106.98828125
2024-09-25 22:53:02,1.15625,108.3125
2024-09-25 22:53:04,1.95,106.05859375
2024-09-25 22:53:06,2.2125,107.6015625
2024-09-25 22:53:08,0.5875,107.70703125
2024-09-25 22:53:10,1.75625,107.7109375
2024-09-25 22:53:12,1.05625,107.75
2024-09-25 22:53:14,1.5375,104.84375
2024-09-25 22:53:16,1.44375,104.875
2024-09-25 22:53:18,1.5375,108.0234375
2024-09-25 22:53:20,1.36875,109.0546875
2024-09-25 22:53:22,1.925,111.05859375
2024-09-25 22:53:24,1.5375,109.2578125
2024-09-25 22:53:26,1.05625,110.33203125
2024-09-25 22:53:28,0.76875,110.375
2024-09-25 22:53:30,0.8625,111.5703125
2024-09-25 22:53:32,2.24375,107.76171875
2024-09-25 22:53:34,1.63125,109.26171875
2024-09-25 22:53:36,1.4625,110.515625
2024-09-25 22:53:38,1.25,111.40234375
2024-09-25 22:53:40,1.25,111.40234375
2024-09-25 22:53:43,0.675,111.41015625
2024-09-25 22:53:45,0.1,111.41015625
2024-09-25 22:53:47,0.0,107.6484375
