Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 21:31:58,0.0,57.71484375
2024-09-25 21:32:00,0.0,57.26953125
2024-09-25 21:32:02,0.0,57.27734375
2024-09-25 21:32:04,0.0,57.2265625
2024-09-25 21:32:06,0.0,57.23828125
2024-09-25 21:32:08,0.0,57.22265625
2024-09-25 21:32:10,0.0,57.9921875
2024-09-25 21:32:12,0.0,58.484375
2024-09-25 21:32:14,0.0,57.98828125
2024-09-25 21:32:16,0.0,57.7421875
2024-09-25 21:32:18,0.0,57.7578125
2024-09-25 21:32:20,0.0,58.3671875
2024-09-25 21:32:22,0.0,59.515625
2024-09-25 21:32:24,0.0,59.1953125
2024-09-25 21:32:26,0.0,59.84375
2024-09-25 21:32:28,0.0,59.5
2024-09-25 21:32:30,0.0,59.73046875
2024-09-25 21:32:33,0.0,60.2109375
2024-09-25 21:32:35,0.0,61.3203125
2024-09-25 21:32:37,0.0,60.875
2024-09-25 21:32:39,0.0,60.30078125
2024-09-25 21:32:41,0.0,60.77734375
2024-09-25 21:32:43,0.0,60.7578125
2024-09-25 21:32:45,0.0,61.65234375
2024-09-25 21:32:47,0.0,62.1484375
2024-09-25 21:32:49,0.0,61.58984375
2024-09-25 21:32:51,0.0,61.2265625
2024-09-25 21:32:53,0.0,61.19140625
2024-09-25 21:32:55,0.0,61.69140625
2024-09-25 21:32:57,0.0,62.56640625
2024-09-25 21:32:59,0.3875,63.58203125
2024-09-25 21:33:01,0.19375,67.921875
2024-09-25 21:33:03,0.48125,70.21875
2024-09-25 21:33:05,0.19375,74.19140625
2024-09-25 21:33:07,0.575,77.6171875
2024-09-25 21:33:09,0.575,78.890625
2024-09-25 21:33:11,0.3875,86.98046875
2024-09-25 21:33:13,0.3875,92.98046875
2024-09-25 21:33:15,0.2875,94.98828125
2024-09-25 21:33:17,0.8625,95.84765625
2024-09-25 21:33:19,0.48125,96.26953125
2024-09-25 21:33:21,0.5875,97.79296875
2024-09-25 21:33:23,0.3875,96.41796875
2024-09-25 21:33:25,0.4875,97.40234375
2024-09-25 21:33:27,0.8625,98.5078125
2024-09-25 21:33:29,0.29375,98.91796875
2024-09-25 21:33:31,0.2875,95.60546875
2024-09-25 21:33:33,0.48125,95.97265625
2024-09-25 21:33:35,0.5875,97.01171875
2024-09-25 21:33:37,0.2875,98.02734375
2024-09-25 21:33:39,0.3875,98.28125
2024-09-25 21:33:41,0.19375,98.4296875
2024-09-25 21:33:43,0.2875,98.86328125
2024-09-25 21:33:45,0.3875,96.41796875
2024-09-25 21:33:47,0.4875,96.71875
2024-09-25 21:33:49,0.575,96.96875
2024-09-25 21:33:51,0.675,96.99609375
2024-09-25 21:33:53,0.48125,97.01171875
2024-09-25 21:33:55,0.575,98.25390625
2024-09-25 21:33:57,0.575,99.34765625
2024-09-25 21:33:59,0.2875,96.94921875
2024-09-25 21:34:01,0.2875,97.3046875
2024-09-25 21:34:03,0.48125,97.87109375
2024-09-25 21:34:05,0.68125,97.87890625
2024-09-25 21:34:07,0.3875,97.87890625
2024-09-25 21:34:09,0.29375,97.88671875
2024-09-25 21:34:12,0.2875,97.88671875
2024-09-25 21:34:14,0.29375,96.54296875
2024-09-25 21:34:16,0.09375,96.54296875
2024-09-25 21:34:18,0.09375,96.55078125
2024-09-25 21:34:20,0.2875,96.55078125
2024-09-25 21:34:22,0.3875,96.375
2024-09-25 21:34:24,0.4875,97.4296875
2024-09-25 21:34:26,0.19375,97.609375
2024-09-25 21:34:28,0.3875,94.95703125
2024-09-25 21:34:30,0.575,95.62109375
2024-09-25 21:34:32,0.4875,96.3984375
2024-09-25 21:34:34,0.09375,96.83984375
2024-09-25 21:34:36,0.3875,97.046875
2024-09-25 21:34:38,0.2875,97.05078125
2024-09-25 21:34:40,0.48125,97.9296875
2024-09-25 21:34:42,0.2875,97.1796875
2024-09-25 21:34:44,0.3875,97.1796875
2024-09-25 21:34:46,0.3875,97.1796875
2024-09-25 21:34:48,0.2875,97.80859375
2024-09-25 21:34:50,0.19375,97.59375
2024-09-25 21:34:52,0.3875,98.4140625
2024-09-25 21:34:54,0.2875,99.0390625
2024-09-25 21:34:56,0.3875,96.4765625
2024-09-25 21:34:58,0.4875,96.890625
2024-09-25 21:35:00,0.675,97.2109375
2024-09-25 21:35:02,0.68125,97.55078125
2024-09-25 21:35:04,0.3875,97.23828125
2024-09-25 21:35:06,0.4875,97.24609375
2024-09-25 21:35:08,0.09375,97.4765625
2024-09-25 21:35:10,0.2875,97.4765625
2024-09-25 21:35:12,0.09375,97.7734375
2024-09-25 21:35:14,0.09375,97.7734375
2024-09-25 21:35:16,0.2875,97.90234375
2024-09-25 21:35:18,0.76875,97.74609375
2024-09-25 21:35:20,0.09375,97.74609375
2024-09-25 21:35:22,0.2875,99.20703125
2024-09-25 21:35:24,0.3875,99.3671875
2024-09-25 21:35:26,0.3875,97.84765625
2024-09-25 21:35:28,0.4875,98.1171875
2024-09-25 21:35:30,0.19375,98.5390625
2024-09-25 21:35:32,0.19375,98.8046875
2024-09-25 21:35:34,0.48125,98.80859375
2024-09-25 21:35:36,0.09375,98.80859375
2024-09-25 21:35:39,0.19375,98.80859375
2024-09-25 21:35:41,0.3875,97.80859375
2024-09-25 21:35:43,0.2875,97.8046875
2024-09-25 21:35:45,0.4875,97.8046875
2024-09-25 21:35:47,0.19375,97.43359375
2024-09-25 21:35:49,0.29375,97.43359375
2024-09-25 21:35:51,0.0,97.43359375
2024-09-25 21:35:53,0.3875,97.4921875
2024-09-25 21:35:55,0.19375,97.1953125
2024-09-25 21:35:57,0.3875,97.9375
2024-09-25 21:35:59,0.0,97.9375
2024-09-25 21:36:01,0.0,97.9375
2024-09-25 21:36:03,0.0,55.91796875
2024-09-25 21:36:05,0.0,56.0234375
2024-09-25 21:36:07,0.0,56.12109375
2024-09-25 21:36:09,0.0,56.21875
2024-09-25 21:36:11,0.0,56.31640625
2024-09-25 21:36:13,0.0,56.41796875
2024-09-25 21:36:15,0.0,56.5234375
2024-09-25 21:36:17,0.0,56.77734375
2024-09-25 21:36:19,0.09375,57.88671875
