Timestamp,CPU Usage (%),Memory Usage (MB)
2024-09-25 21:18:02,0.0,92.3203125
2024-09-25 21:18:04,0.0,93.359375
2024-09-25 21:18:06,0.0,93.83984375
2024-09-25 21:18:08,0.0,94.27734375
2024-09-25 21:18:10,0.0,94.71875
2024-09-25 21:18:12,0.0,95.15625
2024-09-25 21:18:14,0.0,95.59375
2024-09-25 21:18:16,0.0,96.03125
2024-09-25 21:18:18,0.0,96.8984375
2024-09-25 21:18:20,0.0,97.48828125
2024-09-25 21:18:22,0.0,98.3359375
2024-09-25 21:18:24,0.0,98.265625
2024-09-25 21:18:26,0.0,98.7109375
2024-09-25 21:18:28,0.0,99.19140625
2024-09-25 21:18:30,0.0,99.640625
2024-09-25 21:18:32,0.0,72.0078125
2024-09-25 21:18:34,0.0,72.04296875
2024-09-25 21:18:36,0.0,72.88671875
2024-09-25 21:18:38,0.0,72.90625
2024-09-25 21:18:40,0.0,75.0625
2024-09-25 21:18:42,0.0,75.52734375
2024-09-25 21:18:44,0.0,75.98828125
2024-09-25 21:18:47,0.0,76.4453125
2024-09-25 21:18:49,0.0,76.97265625
2024-09-25 21:18:51,0.0,72.15234375
2024-09-25 21:18:53,0.0,72.17578125
2024-09-25 21:18:55,0.0,73.02734375
2024-09-25 21:18:57,0.0,73.91796875
2024-09-25 21:18:59,0.19375,72.88671875
2024-09-25 21:19:01,0.575,78.66796875
2024-09-25 21:19:03,0.09375,81.87890625
2024-09-25 21:19:05,0.19375,89.34375
2024-09-25 21:19:07,0.78125,84.7578125
2024-09-25 21:19:09,0.8625,87.62890625
2024-09-25 21:19:11,0.3875,95.33203125
2024-09-25 21:19:13,0.575,99.1015625
2024-09-25 21:19:15,0.9625,98.140625
2024-09-25 21:19:17,0.3875,98.453125
2024-09-25 21:19:19,0.675,99.953125
2024-09-25 21:19:21,0.19375,100.0
2024-09-25 21:19:23,0.3875,100.80859375
2024-09-25 21:19:25,0.29375,100.953125
2024-09-25 21:19:27,0.19375,99.98828125
2024-09-25 21:19:29,0.19375,98.05078125
2024-09-25 21:19:31,0.575,98.8515625
2024-09-25 21:19:33,0.68125,99.2890625
2024-09-25 21:19:35,0.48125,100.484375
2024-09-25 21:19:37,0.575,101.1328125
2024-09-25 21:19:39,0.19375,101.74609375
2024-09-25 21:19:41,0.3875,101.74609375
2024-09-25 21:19:43,0.9625,101.74609375
2024-09-25 21:19:45,0.675,101.74609375
2024-09-25 21:19:47,0.29375,101.75
2024-09-25 21:19:49,0.48125,101.75
2024-09-25 21:19:51,0.2875,101.5
2024-09-25 21:19:53,0.48125,101.5
